DT_GERACAO;SG_UF;NM_UE;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_FEDERACAO;SG_FEDERACAO;DS_COMPOSICAO_FEDERACAO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12177;ANGELICA MOREIRA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40315;ÍNDIO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40000;CARLOS MINC;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40384;MC GELÉIA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40005;NOEL MARTELLO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40333;MESTRE GARNISÉ;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40999;VANTOIL MARTINS;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40777;WESLEY TEIXEIRA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;23333;REGINA PEDREGAL;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;FEDERAÇÃO PSDB CIDADANIA;PSDB/CIDADANIA;PSDB/CIDADANIA;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSDB CIDADANIA (PSDB / CIDADANIA)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50123;FLAVIO SERAFINI;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18888;INGRID;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18321;ROBSON PAZ;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;80123;ELZA E EUNICE DO MLB;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;80123;EUNICE DO MLB;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;80800;BIANCA RUBIM;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18007;MARCELO NUNES;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50101;PROFESSOR ANTONIO AUGUSTO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50033;CABELINHO TURISMO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;16123;LORRAN NEVES;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA  DOS TRABALHADORES UNIFICADO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSTU
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13555;BRUNNÃO REALLEZA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;65131;ISAAC RICALDE;FEDERAÇÃO;65;PCDOB;PARTIDO COMUNISTA DO BRASIL;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13444;RENATO MACHADO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13013;LEONEL DE ESQUERDA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13006;HILDER LIGEIRINHO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13616;RICARDO SANTOS;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13777;MALLU CÔRTES;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13169;INDIANARAE SIQUEIRA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13000;RAONE FERREIRA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13650;ALLYSON ELIAS;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12544;PROFESSOR EDSON PAIVA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12047;NIL DOCES;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40888;LUCIANA RODRIGUES;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40303;JOSÉ EVERALDO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40630;CESINHA COM TODO GÁS;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40321;WAGNER TAVARES;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40520;CHRISTIANE RODRIGUES;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40023;FLÁVIO SANTA MARTA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40659;TIA DO CAFÉ;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40011;CLAUDIA RESPEITA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40055;MAICON NASCIMENTO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40012;ROBINHO SANTA LUZIA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40555;JAQUE JOY;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40133;VANDYNHO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40104;NILTON SALOMÃO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40822;ADRIANO RODRIGUES;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
